0,relative distance,0,200,10
1,relative distance,0,200,29
2,relative distance,0,200,33
3,relative distance,0,200,44
4,relative distance,0,200,55
5,relative distance,0,200,65
6,relative distance,0,200,72
7,relative distance,0,200,81
8,relative distance,0,200,94
9,relative distance,0,200,109
10,relative distance,0,200,112
11,relative distance,0,200,123
12,relative distance,0,200,133
13,relative distance,0,200,142
14,relative distance,0,200,150
15,relative distance,0,200,169
16,relative distance,0,200,172
17,relative distance,0,200,180
18,relative distance,0,200,193
19,relative distance,0,200,205
20,relative distance,0,200,211
21,relative distance,0,200,226
22,relative distance,0,200,235
23,relative distance,0,200,248
24,relative distance,0,200,251
